ship-city,Amount
Neemrana,2618.0
GOBARDANGA,2617.0
Barasat,2617.0
DADRI,2617.0
KANCHANBAGH  HYDERABAD,2612.0
MALEGAON,2608.0
JANGIPUR,2602.0
Maharajganj,2602.0
SANIVARAPUPETA,2600.0
Khardah,2599.0
SIPCOT PERUNDURAI,2596.05
Ramgarh Cantonment Civil Township,2595.0
Osmanabad,2593.0
KANIGIRI,2593.0
Ernakulam Dist.,2590.0
Baguiati,2590.0
TITAGARH,2589.0
KULATHUMMAL,2588.0
Golabandha,2587.0
CHHIBRAMAU,2586.81
BADE BACHELI,2586.0
VELLAKOIL,2586.0
Proddatur,2585.0
GOTHRA,2585.0
JUNNAR,2584.0
PADUVILAYI,2582.0
MUGKALYAN,2580.0
West delhi,2579.42
Dera Bassi,2577.0
MUMBA,2573.0
THANE (w),2573.0
KUMARANELLUR,2572.0
BUNDIA,2572.0
kakinada,2571.0
BELPAHAR,2570.0
GAJENDRAGARH,2568.01
Amethi,2567.0
port blair,2561.0
FATWAH,2561.0
REIS MAGOS,2560.0
Ikauna,2557.14
Changanacherry,2557.0
KORWA,2553.0
Rohini,2552.05
TALWARA,2548.0
Bulandshahr,2546.0
CHIRKUNDA,2545.86
dombivli,2545.0
GANAUR,2543.0
NARSINGHPUR,2543.0
MUSABANI,2541.0
"Kargikala, KOTA, Bilaspur",2541.0
RAGHUNATHPUR PURULIYA DISTRICT,2536.0
CHENNAi,2536.0
USGAO,2535.0
SHIKOHABAD,2533.86
COIMBATORE 641041,2531.68
Aruppukottai,2529.0
"NEW TOWN, Kolkata",2528.0
CHAVAKKAD,2526.0
JAMAI,2524.0
Koyyalagudem,2522.0
Villupuram,2519.0
Martur,2519.0
LILONG IMPHAL WEST,2514.0
MUMBAI 400030,2513.0
POCHAMPALLI,2513.0
HUZUR NAGAR,2509.0
DHARMANAGAR,2507.0
PATTIOM,2505.0
Imphal West,2505.0
KOLLANCODE,2504.0
CHICALIM,2503.0
MAITHON,2501.26
KUNNATHUR,2499.0
PUTHUKKAD,2496.0
Ernakulam.,2490.0
PAL CHAURAI,2488.48
SARIGAM,2488.0
MEPPAYYUR,2487.0
Pasighat,2485.0
CHITAPUR,2483.0
BOUDH,2482.0
"Indirapuram, Ghaziabad",2481.33
LONI KALBHOR,2480.0
URAVAKONDA,2479.0
RAHURI,2478.0
TINSUKIA DISTRICT,2476.0
Pollachi,2473.33
AMBARNATH East,2473.0
Bhatkal-Uttara Kannada,2472.0
MOKAMEH,2472.0
SIRSAGANJ,2471.38
PERECHERLA,2471.0
GANGAVALLI,2468.0
KAPPALUR SIDCO INDUSTRIAL ESTATE,2467.0
NOIDA Extention,2466.81
ATHOLI,2462.0
Sagwara,2462.0
KUDLU,2461.0
Haddo,2461.0
GURUGAON,2457.0
PERUMANNA,2456.0
Davangere,2451.0
DIBIYAPUR,2451.0
BATLAGUNDU,2450.0
AJNALA,2446.0
DAHIVADI,2444.0
Chengannur,2442.38
JALOR,2440.0
TIRUTTANI,2439.0
Bambolim,2437.0
BAHARAGORA,2436.0
"Shirgaon, Badlapur East",2436.0
KOTPUTLI,2435.0
PORAYAR,2435.0
SAVNER,2431.0
BENGALURU RURAL,2430.0
BABUGARH,2429.0
T NARSIPURA,2428.0
meerut,2428.0
Vrindavan,2425.62
KHEDA,2425.0
VAGHODIA,2425.0
Avanigadda,2422.0
Vaishali,2421.0
sedam,2421.0
CHINNAGOTTIGALLU,2419.0
KASAULI,2417.0
Gauriganj,2417.0
PALLIPALAYAM,2417.0
LUMDING,2417.0
CHARKHI DADRI,2416.38
"KYATHSANDRA, Tumkur",2410.0
RANGAMPETA,2408.0
VADAKKEKARA,2407.0
GANDHI NAGAR,2406.0
Dhakholi,2403.0
MANDHAR INDUSTRIAL AREA,2401.0
KAHALGAON,2399.0
RHENOCK,2398.0
DAMARA PATPARA,2398.0
Titlagarh,2397.0
Kondotty,2396.0
BASSEIN,2395.0
NAMBOL,2394.0
sathyamangalam,2393.0
PARAVOOR,2392.0
Thakurli,2392.0
SHIRPUR,2391.0
Ribander,2390.0
KAPKOT,2389.05
THATIPAKA,2388.9
BANGALORE RURAL,2388.0
GTB NAGAR,2387.0
CHINGOLI,2386.0
ZARUGUMILLI,2385.0
"Narsapur , medak district",2384.76
SANKARI,2384.0
udupi,2384.0
SAINTHIA,2383.0
DINDASPUR,2378.0
REHAMBAL,2376.0
BAYAD,2375.0
ROING,2372.0
"Pen, Dist : Raigad",2372.0
RAJGARH CHURU DISTRICT,2372.0
Quepem,2371.0
Ganjam,2370.1099999999997
darbhanga,2370.0
PAPANASAM,2370.0
Nallasopara east,2369.0
Sarita vihar,2367.0
PITTALAVANIPALEM,2364.0
BHONGIR,2362.0
KOTHAKOTA,2362.0
TIRUKALUKUNDRAM,2361.0
bhopal,2360.0
Tangi,2360.0
SHYAMDHAN,2359.0
Dombivili,2355.0
KALYAN East,2353.0
MANGALVEDHA,2353.0
JASHPUR,2350.0
Hajipur,2349.0
DIPHU,2346.0
BELTHARA ROAD,2346.0
DALHOUSIE,2345.4300000000003
KODERMA,2344.0
PALWANCHA,2342.0
CACHAR,2340.71
ranchi,2340.0
Pimpri-Chinchwad,2339.0
Bellary,2337.0
MALUR,2335.0
KATHAURA,2335.0
NAGINA,2333.0
HYDERABA,2332.0
Latur,2331.0
SAKOLI,2330.0
ANJAR,2330.0
Rudrapur,2327.0
Gautam Buddh Nagar,2326.0
Ooty,2325.48
Neyveli,2324.0
Kurukshetra,2323.0
THUMBE,2322.0
HAJIRA,2321.2799999999997
YADGIR,2320.0
BELLAMPALLE,2318.86
SALBANI,2318.0
METTUR,2317.0
CHANGODAR GIDC,2317.0
AYACODE,2314.0
IMPHAL west,2312.0
BHALWAL,2311.0
"Tadigadapa,VIJAYAWADA",2307.0
Hooghly,2306.0
Parappanangadi,2305.0
Gurdaspur,2304.0
VIKAS PURI,2301.0
MANNARKAD I,2300.0
FEROZEPUR JHIRKA,2299.0
DEBRA,2298.0
RUPAISIDING TINSUKIA DISTRICT,2298.0
RUDRAPRAYAG,2296.0
SIMDEGA,2294.0
ANNAMALAI NAGAR,2290.0
Chittorgarh,2289.0
BANSDA,2287.1
NANNILAM,2287.0
DHEKIAJULI,2287.0
haridwar,2286.0
Pimpri chinchwad,2285.48
Meenangadi,2285.0
SAUSAR,2284.48
Sanpada sector 1,2282.0
Chengamanad P O 683578,2281.48
MUZHAPPILANGAD,2281.0
KOLAMBE,2281.0
KUZHITHURAI,2279.0
firozabad,2277.0
Kotdwara,2277.0
Manjeri p.o,2276.29
Kozikode,2276.0
HANAMKONDA,2274.0
Tiruchirapalli,2274.0
NARASIMHARAJAPURA,2273.0
"PIMPRI CHINCHWAD, Pune",2272.33
AMILA,2270.0
Pulpally,2268.29
"PHULPUR,ALLAHABAD",2267.0
BELUR,2266.0
MANAKUNNAM,2263.48
HYDERABAD (500034),2263.0
ARIYALUR,2262.0
KOTKAPURA,2261.86
Vinukonda,2259.0
ernakulam,2257.0
PALAM,2256.0
DEULGAON RAJA,2254.0
howrah,2254.0
East delhi,2251.0
MYLAVARAM,2250.57
"Chembur, opp Bldg no . 112, MUMBAI",2250.0
PEDDAPALLI,2249.67
KUMBALANGY,2248.0
Coonoor,2246.0
RADAUR,2244.0
BARPETA ROAD,2243.0
Jhajjar,2242.0
MATENHAIL,2241.0
Madikeri,2241.0
VIZAG,2239.58
Samastipur,2238.0
Kgf,2238.0
Mhow,2237.0
Bagalkot,2236.0
"Kunrathur, Chennai",2233.0
SALIGAO,2232.0
Fatehgarh Panjtoor,2232.0
Kodinhi p o,2230.0
MIRAJ,2229.0
palakkad,2227.0
PHULIA,2227.0
BALASINOR,2226.0
MEDCHAL,2225.0
CHEKONIDHARA,2225.0
PONNEKALLUP,2224.0
Patratu,2224.0
PORATHISSERY,2223.0
VALLACHIRA,2222.0
BALAPALLAM,2220.29
BARPETA,2219.0
Kalamassery,2218.86
panvel,2217.2799999999997
Karumaloor,2214.29
NTPC TANDA COLONY,2214.0
MUMBAI-400051,2213.0
CHITBARA GAON,2212.0
Pimpalgaon,2210.72
KHARSIA,2209.43
HOSDURG,2209.0
Krishnanagar,2206.0
TAMLUK,2206.0
NAGAMALAIPUDUKOTTAI,2206.0
PAPANNAPET,2205.0
PARWANOO,2205.0
Cherthala,2202.0
"Tadepalli, VIJAYAWADA",2198.0
KANDLA,2198.0
Chidambaram,2197.0
CHAGALLU,2196.0
MUMBAI 400057,2195.29
NJARACKAL,2195.0
NELAMANGALA,2193.0
Darjeeling,2193.0
navi Mumbai,2190.0
UTTAR SATALI,2188.0
Nautanwa,2187.9
NEDUVA,2187.0
DHANAURA,2187.0
DARYAPUR BANOSA,2186.0
Basti,2184.0
MAHNAR BAZAR,2183.0
Palghar,2180.0
KALYAN WEST,2179.0
ATHMALLIK,2178.36
RAMPURA PHUL,2178.0
DEVAKOTTAI.SIVAGANGAI DISTRICT.,2177.0
Panagarh,2177.0
Pandav nagar janta garden,2177.0
Abohar,2177.0
PUTHUNAGARAM,2177.0
RATANGARH,2176.0
BENAULIM,2175.0
wazirganj,2174.0
HIRANAGAR,2172.0
SRINGERI,2171.34
Miraj,2166.0
"KOSI KALAN , mathura",2164.0
GAURIPUR,2161.0
Kullu,2159.48
Dombivali west,2157.29
KRISHNARAJPET,2157.0
Hayathnagar,2155.0
JHUNJHUNU,2154.0
chittorgarh,2153.0
"Nanganallur, Chennai",2153.0
Dahod,2152.0
SINGNAPUR KOPARGAON,2151.0
ERAVU,2151.0
BARAUNI IOC TOWNSHIP,2150.0
GHANSALI,2150.0
Chandgad,2150.0
SOUTH ANDAMAN,2149.0
DEHRI,2147.0
GAROTH,2145.0
Mavelikkara,2143.0
CENTRAL DELHI,2141.33
"KHARGHAR,NAVI MUMBAI",2141.0
CALICUT,2140.0
Madhubani,2140.0
Jadcherla,2135.0
Chengalpattu  D.T,2135.0
BANSGAON,2134.0
Honnavar,2132.0
BAKSAR,2132.0
NABHA,2130.0
Biswanath Chariali,2130.0
P.N.PATTI,2130.0
INDRI,2129.0
Chinchwad-Pune,2128.76
kolhapur,2128.0
BABARPUR AJITMAL,2127.0
AMBALA cantt,2126.0
PARLI VAIJNATH,2126.0
KOTTURU,2126.0
SIKANDARABAD INDUSTRIAL AREA,2126.0
TIRTHAHALLI,2125.0
MAHARAJGANJ,2122.0
GARHSHANKAR,2120.0
PADMANABHAPURAM,2119.0
Mira Road,2118.0
DHARAMGARH,2117.0
PATNAGARH,2117.0
Kalpakam,2114.0
FEROKE,2113.0
NANJIKOTTAI,2113.0
CHANNAPATNA,2112.0
KOLLEGAL,2112.0
AHORE,2111.0
Haripad,2111.0
AMMAPETTAI ERODE DISTRICT,2106.0
kannur,2105.33
RAMAN,2105.0
ILAYANGUDI,2103.0
MANGALURU 575008,2100.0
Pune kalyani nagar,2099.0
SANTOKHGARH,2099.0
CHARIDUAR,2098.0
Kanyakumari,2097.0
Satyavedu,2097.0
Rupnagar,2096.38
BHINMAL,2095.0
"Jipmer Quarters,Gorimedu",2095.0
Navi Mumbai 410218,2095.0
Anantapur district,2094.34
KRISHNAPURAM,2094.0
GADHINGLAJ,2093.0
Bhunter,2093.0
KOSI KALAN,2093.0
ROBERTSGANJ SONBHADRA,2091.0
wardha,2090.0
Jagatsinghapur,2088.0
"THIRUVALLA, PATHANAMTHITTA",2086.0
BAIHAR,2086.0
DHAURA TANDA,2086.0
GANJIMUTT,2086.0
Ghansoli,2085.0
LASALGAON,2084.0
SALASAR,2084.0
AMTA,2081.62
KHERLI,2081.0
TALEGAON station,2079.0
DHARAMPUR,2074.0
THANE (W),2073.0
PERIYANAICKENPALAYAM,2073.0
Sitapur,2072.0
KURAOLI,2071.0
SUNDARAPANDIAPURAM,2070.0
SURAJGARH,2069.0
DHARIWAL,2067.0
MIRGANJ,2067.0
MAHMUDABAD,2066.0
THAKURGANJ,2066.0
NARASINGAPURAM VELLORE DISTRICT,2064.0
BASAVAKALYAN,2061.0
MURBAD,2058.0
MADURANTHAKAM,2057.0
MUKTSAR,2057.0
BAGEPALLI,2056.0
"Hayathnagar, HYDERABAD",2055.0
Bargawan,2054.67
SHAJAPUR,2054.0
Tanuku,2054.0
MARGHERITA,2054.0
ANDIPALAYAM,2053.0
chennnai,2053.0
Karunagappally,2051.0
NANPARA,2050.0
VALAYAM,2049.38
Risali BHILAI,2045.0
TIRUVURU,2042.0
KOPPA,2041.0
HOLALKERE,2040.0
NAZIRA,2039.0
DERGAON,2037.0
"ARVI,Dist- wardha",2034.0
PAINKULAM,2033.19
KURALI,2033.0
RAIRANGPUR,2033.0
BILGRAM,2032.4299999999998
Kottakkal,2032.1
VISSANNAPET,2032.0
Mussoorie,2031.0
PAPPINIVATTOM,2031.0
GANAPATHIPURAM,2028.0
PUNE 16,2028.0
CHALLAPALLE,2027.0
Saharsa,2026.0
MAKRONIA BUZURG,2025.0
TITLAGARH,2024.0
Nayagarh,2024.0
SIMAR SIR,2022.0
MANMAD,2022.0
Nandyal,2021.0
GOLUGONDA,2018.93
"HOSKOTE, Bangalore",2018.0
KHERAGARH,2016.5700000000002
BORLI PANCHTAN,2015.0
Gonda,2014.0
SHIMOGA,2014.0
donimalai,2013.0
THIRUTHANGAL,2012.0
"Kukatpally, HYDERABAD",2012.0
ALAND,2011.0
Kandivali East Mumbai,2011.0
Banda,2009.0
ALAGAPPAPURAM,2009.0
GANJ DUNDWARA,2009.0
ARNI,2008.0
Phagwara,2007.67
THOTTIYAM,2007.0
MOKOKCHUNG,2006.0
ENKAKKAD,2005.1
RAJGURUNAGAR KHED,2005.0
ULIYAZHATHURA,2005.0
SOUTH 24 PARGANAS,2003.0
लखनऊ,2003.0
NAJAFGARH,2002.0
Kunnamkulam,2001.0
TARAKESWAR,2001.0
TALIPARAMBA KANNUR,2000.0
INDUSTRIAL AREA DEVAKATHIKOPPA AND SIDLIPURA,1999.0
MAKRANA,1999.0
KOOTTILANGADI,1998.0
"Haldwani,Nainital",1998.0
Chinchpokli,1998.0
FCI TOWNSHIP,1998.0
MALIKIPURAM,1998.0
Jorethang,1998.0
Una,1997.0
UKWA,1997.0
JODA,1996.0
NAGARKURNOOL,1996.0
"Ravet, Pune",1995.48
FARSABAHAR,1994.54
SANKARANKOIL,1991.0
MAHABUBNAGAR,1991.0
"MADURAVOYAL,CHENNAI",1987.0
bokaro,1987.0
Fort.MUMBAI,1986.0
MEDHA,1984.0
JAGALUR,1983.0
Nerul,1981.0
KIZHUPARAMBA,1981.0
ALANGULAM TIRUNELVELI DISTRICT,1980.0
RAGHUNATHPUR,1978.8600000000001
ARMOOR,1978.0
ERATTUPETTA,1978.0
PERUVILAI,1977.0
Nahan,1977.0
THUVAKUDI,1975.0
MODASA,1975.0
GREAT NICOBAR,1973.0
Theog,1972.0
BOTAD,1971.48
PENHA DE FRANCA,1971.0
Dombivali east,1970.0
Pottore,1968.0
JHAGADIYA INDUSTRIAL AREA,1968.0
HIJULI,1968.0
CHEYYUR,1966.0
ANUPPUR,1966.0
NARKATIAGANJ,1966.0
BARHANI BAZAR,1965.8600000000001
ZAIDPUR,1963.0
KGF,1963.0
PARAVADA INDUSTRIAL AREA,1963.0
"Chengannur, Alappuzha District",1962.0
Raikal,1962.0
BASMATH,1960.19
Taliparamba,1960.0
BAGGAR,1959.0
Gooty,1957.0
West godavari,1957.0
GURSAHAIGANJ,1957.0
BETUL BAZAR,1955.0
MANIYAT,1955.0
KHAIRTHAL,1955.0
Jehanabad,1954.0
TIPTUR,1954.0
OACHIRA,1953.19
WEST DELHI,1951.0
Koothparamba,1951.0
SHOLINGUR,1950.0
GOBRA NAWAPARA,1949.0
Sikkathambur Palayam,1949.0
"Makthal,narayanpet dist",1949.0
Mannuthy,1948.48
HATTA,1948.0
GOLA GOKARANNATH,1947.0
Vijayapura,1947.0
Dibrugarh,1945.0
VELLORE district,1944.1
KANNAUJ,1941.0
PADAGHA,1939.0
Unnao,1938.0
Tiswadi,1938.0
SRI MADHOPUR,1937.0
Kunnamthanam,1937.0
PUNE-412207,1936.0
ETTIMADAI,1936.0
Thullur,1935.0
Bheemunipatnam,1934.0
BENGALURU 560016,1933.0
KADI,1933.0
"BIDHAN NAGAR, Kolkata",1932.8600000000001
VADAKKUMMURI,1931.0
KUNJATHUR,1930.0
Elavally,1930.0
KAJORA,1930.0
Bijapur,1929.0
Thane (West),1929.0
KHAMBHAT,1929.0
Deoghar,1929.0
CHITRAKOOT,1927.0
Bidar,1926.0
tirupati,1925.0
RAIGAD,1924.0
Hyderbad,1924.0
DEWA,1923.0
gurugram,1923.0
Mecheda,1923.0
HINGOLI,1922.0
MANCHAR,1922.0
SATANA,1921.8600000000001
GAURI BAZAR,1921.0
NADAPURAM,1921.0
KHAGARIA,1921.0
NENMENIKKARA,1920.0
KARANJA,1920.0
Padur,1920.0
PAYAKARAOPETA,1919.0
BAGASARA,1918.8600000000001
MUNDRA,1918.0
VADAKKUMKARA,1916.0
SIDDAPUR,1913.0
BARAUT,1910.6100000000001
Ponkunnam,1909.0
TARAORI,1909.0
NASIRABAD,1909.0
PENNAGARAM,1909.0
BAHJOI,1909.0
KIRIBURU,1908.0
panipat,1907.48
JAYPEE NAGAR,1906.0
BIJPUR,1906.0
NANDIGAMA,1905.0
Chikkaballapur,1904.29
mira road,1903.0
CHITTUR,1903.0
"Calicut,Pin-673008",1902.86
Uttam nagar,1901.0
BHIND,1900.0
KHALIAPALI,1900.0
Kuttippuram,1898.0
SULLIA,1898.0
IRINGAPROM,1897.0
Maheswaram mandal,1896.0
COURTALAM,1896.0
JAWHARNAGAR,1891.81
SANCHORE,1889.0
KUDITHIPALEM,1887.95
Mira Road east,1887.0
Bapatla,1886.0
"Aryanad,Trivandrum",1886.0
TIRUPATi,1885.0
North West Delhi,1884.0
"Perole,Nileshwar P.O, kasaragod district",1883.0
PUTHALAM,1883.0
DIPKA,1882.0
CHOGLAMSAR,1881.0
MUMBAI -400064,1880.0
KALINGA NAGAR INDUSTRIAL AREA,1880.0
East Arjun Nagar,1878.0
Chandausi,1877.0
HERBERTPUR,1876.0
BADRA,1876.0
AHMEDABAD 380013,1875.0
Tumakuru,1874.0
Kendrapara,1872.0
BANDIA,1872.0
PEDDAPURAM,1872.0
BULDANA,1871.8600000000001
KUDUR,1870.05
SAIHA,1870.0
OTHAKADAI,1865.0
MAHOLI,1864.0
Rairangpur,1863.0
DALSINGHSARAI,1863.0
KIRATPUR,1863.0
balrampur,1862.81
VAKKOM,1862.0
Kalaburgi,1858.0
MEGHRAJ,1858.0
UMRED,1858.0
PERINJANAM,1856.0
"Orathanad Taluk, Thanjavur Dt",1856.0
KHAMBHALIA,1853.0
SAGWARA,1853.0
TEOK,1852.0
UPLETA,1852.0
Kizhakkambalam,1851.29
SARDHANA,1851.0
Chorao,1851.0
BISHNUPUR BANKURA DISTRICT,1850.0
"Chembur East, MUMBAI",1850.0
Shahjahanpur,1847.0
PHULPUR ALLAHABAD DISTRICT,1846.29
Town Mapusa,1846.0
Pala,1844.0
GORAYA,1844.0
Nadiad,1841.0
DONGARGARH,1840.0
OBRA sonebhadra,1840.0
REPALLE,1839.0
Bhavnagar,1838.0
KALOL PANCH MAHALS DISTRICT,1837.0
Rewa,1836.0
ANKOLA,1835.0
GAZIPUR,1835.0
Agarpara,1835.0
ORATHANADU,1834.0
MURLIGANJ,1834.0
DINHATA,1828.0
ELAMAKKARA kochi,1828.0
DAKOR,1827.0
Dharmapuri,1827.0
SINNAR,1826.67
Yadgir,1826.48
Bangla chouraha,1826.0
Merces,1826.0
Imphal East,1826.0
HIREKERUR,1825.0
GANGOH,1825.0
MANDLESHWAR,1824.0
ITWA,1823.0
MAHABALESHWAR,1823.0
Old Goa,1822.0
Patancheru,1821.0
Payyoli,1820.54
Raia,1820.0
KONDAGAON,1819.0
SINGARAYAKONDA,1818.0
PONDURA,1818.0
kishanganj,1816.33
SIKANDRA RAO hathras,1816.0
Paravur,1815.0
CHUARI KHAS,1814.0
Gondia,1814.0
LUCKNOWLucknow,1814.0
KACHCHH,1813.0
Bandel,1812.0
Sihunta/samote,1812.0
BORSAD,1811.0
Paliganj,1811.0
PERAIYUR,1810.0
Thane East,1808.0
"Vindhyanagar, Singrauli",1808.0
KHELARI,1808.0
gaya,1808.0
KAIKALUR,1806.0
Naigaon east,1803.0
SIKANDERPUR BALLIA DISTRICT,1802.0
Eluru,1801.0
TILHAR,1801.0
PANMANA,1800.0
JHALOD,1799.0
CHIPPADA PHARMA SEZ,1799.0
Kanchepuram,1798.0
RAJAURI,1798.0
kollam,1798.0
UDAIPURudaipur,1798.0
Kothamangalam,1798.0
SHEHERA,1796.2
ATUL,1795.0
Airoli,1793.0
PORT BLAIR / South Andaman,1793.0
Trissur,1790.0
BHADERWAH,1789.0
BANDHAWAGARH,1788.0
KALYAN E,1788.0
EAST KHASI HILLS,1787.0
TULJAPUR,1787.0
KALYAN EAST,1785.0
Golaghat,1784.0
"KATARAM, JAYASHANKAR BHUPALAPALLY DISTRICT",1784.0
JANJGIR,1784.0
MANALUR,1783.8600000000001
PARASSALA,1779.0
LAKHIPUR GOALPARA DISTRICT,1779.0
RAMPURHAT,1778.48
JAYNAGAR MAZILPUR,1778.0
PARICHHA,1778.0
Lakhisarai,1778.0
Kundapura,1778.0
TITABOR TOWN,1777.0
"Bantwal, dakshina kannada",1776.0
Forbesganj,1776.0
"Bhosari, Pune",1775.0
Karapakkam chennai,1775.0
Sambalpur,1774.0
Nimta,1774.0
BHARWARI,1772.0
NEW DELHIdelhi,1772.0
KAIMGANJ,1771.0
DESAMANGALAM,1770.0
VELLANIKKARA,1769.71
Birbhum,1769.0
PANJIM,1768.0
VERAVAL RAJKOT DISTRICT,1763.24
ETAH,1762.0
TAMNAR,1762.0
NALLASOPARA,1757.0
DIST : NADIA,1756.0
PORTBLAIR,1755.19
Neemuch,1755.19
"Gurgaon, HSIIDC SOHNA",1755.0
BOKARO THERMAL TOWNSHIP,1754.0
Oachira,1753.0
KHANAKUL I,1753.0
SARAI MIR,1752.0
NAIDUPET-Nellore district,1751.0
MALUR INDUSTRIAL AREA,1751.0
PANNA,1750.0
Kanigiri,1749.0
Nalasopara east,1748.0
GHARAUNDA,1748.0
ALIPURDUAR,1746.0
Renigunta,1746.0
AKALGARH,1745.0
madanganj-kishangarh  ajmer,1744.0
THISAYANVILAI,1743.0
INDIAN TEHEPHONE INDUSTRY MANKAPUR,1741.0
JillelaGuda,1740.0
CHINNAMANUR,1739.29
ANNAVARAM,1739.0
"GUNDLUPET Taloku,chamarajanagara distic",1738.0
Saifai Etawah,1738.0
KAMOTHE,1738.0
BIHPURIA,1737.0
IRUGUR,1735.0
BEWAR,1734.8600000000001
Churachandpur,1733.0
AKIVIDU,1733.0
"Old Panvel, Navi Mumbai",1731.0
ETMADPUR,1730.0
TOHANA,1730.0
BOOTHAPANDI,1730.0
GANDERBAL,1729.0
dhrangadhra,1727.8600000000001
HOSANAGARA,1727.0
JHALRAPATAN,1727.0
PUNGANUR,1725.0
Nandurbar,1725.0
Kolaghat,1725.0
PANDHURNA,1724.0
PARGI,1719.0
Mumb,1719.0
MUDINEPALLE,1716.0
Danapur,1716.0
PUTHUPPALLY,1715.0
MUTHUKULAM,1715.0
JALALABAD,1714.0
Purnia,1713.0
Kansal,1713.0
Kallakurichi,1712.0
Yeshwanthpur bangalore,1712.0
Nalasopara west,1710.0
Chanthavila,1710.0
Muzaffarnagar,1709.24
VIRAR WEST,1708.57
NIDADAVOLE,1708.0
VASCO-DA-GAMA,1707.0
Nallasopara,1704.0
KALYAN West,1703.0
Canacona,1703.0
VATSAVAI,1702.0
Nalgonda,1701.0
"POTHREDDIPALLY, Sangareddy",1700.0
Auroville,1700.0
Chalakudy,1699.95
GUDIVADA,1698.0
Amrath,1698.0
MADHIRA,1697.0
RANGIA PART,1697.0
DEESA,1696.0
ANANDAPUR,1695.48
NOWROZABAD,1693.71
Koratla,1691.18
Attingal,1691.0
EKANGAR SARAI,1690.0
ANKLESHWR,1689.0
TELHARA,1688.0
P O Peerumadara District Nainital,1687.0
agra,1687.0
KANSABEL,1686.4299999999998
MOUJE ANJANVEL,1686.0
Kakkabe,1685.72
JALESWAR,1684.0
KALANWALI,1684.0
HARINA,1683.0
PALITANA,1683.0
POKARAN,1683.0
PENDRA,1680.71
AMARAVATHI,1680.0
ATHIYANNUR,1679.0
Saroornagar,1677.0
HARIPAL,1676.0
Near BPTP Astaire Garden/M3M Escala,1676.0
KESKAL,1676.0
Kharagpur,1676.0
Ernakullam,1675.0
GUDIBANDA,1673.0
Otur,1673.0
Shakarpur,1672.0
"Ithepalli, Chandragiri",1671.0
BIJBEHARA,1670.0
salem,1669.0
jagat puri,1669.0
KUDUS,1668.0
Katihar,1667.0
DANGUWAPASI,1667.0
KAGAL,1667.0
THENNALA,1664.0
Sullia,1662.0
DAMANJODI,1661.0
Srinagar garhwal,1661.0
Kanchipuram district,1660.57
KADEGAON,1660.0
CHHOTI SADRI,1657.0
malout,1654.0
PAYYANNUR,1653.0
PEERMADE,1653.0
RAIKOT,1652.0
NARASANNAPETA,1652.0
Payradanga,1650.0
"New Panvel, NAVI MUMBAI",1650.0
Saligao,1650.0
JANDIALA AMRITSAR DISTRICT,1649.0
MAJHAULIA,1648.0
Manesar,1648.0
Mandya distic,1648.0
PALLIPPURAM ALAPPUZHA DISTRICT,1647.0
Vasco Da Gama,1647.0
Tiruvallur,1646.0
Dombivili East,1646.0
Chittoor,1646.0
Kumbakonam,1645.0
Gorantla,1645.0
MANAPPARAI,1644.0
"NEW TOWN, KOLKATA",1644.0
KARUNAGAPPALLY,1641.0
DHRANGADHRA,1640.0
KANINA,1639.0
Payyannur,1639.0
KRISHNARAJA SAGARA,1638.0
Sullurupeta,1637.0
City,1637.0
Greater Noida west,1637.0
KESHOD,1636.0
guntur,1636.0
Vetapalem,1634.0
"MAPUSA, BARDEZ",1634.0
Taleigao,1633.0
BOKAKHAT,1633.0
AMBALA CANTT,1633.0
SAMALKOT,1633.0
MAWANA,1633.0
Zundal,1632.2
PAMUR,1632.0
BHUVANAGIRI,1632.0
SELOO WARDHA DISTRICT,1632.0
PORSA,1631.0
KOTTAKUPPAM,1630.0
LALPUR,1630.0
"khajaguda, Gachibowli",1629.0
THORRUR,1626.0
SIPCOT INDUSTRIAL PARK SRIPRUMBUDUR,1626.0
Ara,1625.0
Goregaon East,1623.0
Sohna,1622.0
BACHHRAON,1621.0
NIRSA,1620.0
DARLAGHAT,1620.0
KOLLUR,1620.0
MULAVUKAD,1620.0
TIRUPATHUR SIVAGANGA DISTRICT,1620.0
Narikkuni,1620.0
ARASUR,1619.61
KARJAN,1619.0
CHIRGAON,1618.0
N.Delhi,1617.0
Nirjuli,1616.0
"phanigiri road,Chaitanyapuri,Hyderabad",1616.0
HD KOTE,1616.0
Hunsur,1613.0
jagadhri,1613.0
Jashpurnagar,1613.0
BABA BAKALA,1613.0
VYTHIRI,1612.0
SAKHINETIPALLE,1610.0
"Thakurli, Dist Thane",1609.0
Sawantwadi,1608.0
JALORE,1604.0
PUNE CITY,1603.0
WARUD,1602.67
badlapur,1602.0
VILLIANUR TALUK,1600.0
Newdelhi,1600.0
bANGALORE,1598.0
Najafgarh,1598.0
AURAD,1598.0
SAKTI,1598.0
"Anpara,Sonebhadra",1596.0
"Kharghar, Navi Mumbai",1596.0
SONARPUR,1596.0
GWALIOr,1594.0
KARARI CHANDPUR,1594.0
BADAMI,1594.0
KANNANOOR,1594.0
MEENACHIL,1593.0
KHATRA,1593.0
Bharatpur,1590.0
ERAL,1587.0
Suntikoppa,1586.0
ASHOKNAGAR,1586.0
"Pune,",1586.0
JAYSINGPUR,1585.0
BENGALURE,1585.0
BADLI,1583.0
